Blk_Grp_Name,Municipality,County,Jobs,JobsDensity,JobsVintage
"Hunterdon County Tract 102.02, Block Group 3",Califon Borough,Hunterdon,154,160.609126540424,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Gloucester County Tract 5021, Block Group 2",South Harrison Township,Gloucester,30,7.22791689411584,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Gloucester County Tract 5021, Block Group 3",South Harrison Township,Gloucester,161,21.5345321642112,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Gloucester County Tract 5007.04, Block Group 1",Mantua Township,Gloucester,244,599.221562662977,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Gloucester County Tract 5002.05, Block Group 2",West Deptford Township,Gloucester,541,402.640975836049,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7040.15, Block Group 1",Evesham Township,Burlington,384,1227.65604848727,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7005.05, Block Group 4",Moorestown Township,Burlington,65,45.7655101973035,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 9822, Block Group 1",Wrightstown Borough,Burlington,126,636.14346710967,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7043.02, Block Group 5",Chesterfield Township,Burlington,84,171.180422663379,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8001.01, Block Group 1",Highlands Borough,Monmouth,156,600.566027475235,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.03, Block Group 1",Marlboro Township,Monmouth,525,243.184163196282,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.03, Block Group 3",Marlboro Township,Monmouth,302,144.100518048892,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8089.01, Block Group 1",Spring Lake Heights Borough,Monmouth,344,519.913315360752,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8019, Block Group 2",Keyport Borough,Monmouth,158,2214.31227832501,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8027, Block Group 3",Aberdeen Township,Monmouth,605,1348.55335165159,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8106, Block Group 5",Freehold Township,Monmouth,202,500.109951029578,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.06, Block Group 1",Marlboro Township,Monmouth,469,328.021864333876,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7042.02, Block Group 1",Bordentown Township,Burlington,639,414.286618489182,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7040.11, Block Group 2",Evesham Township,Burlington,504,114.337071488128,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7047, Block Group 3",Washington Township,Burlington,132,1.29843413845769,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7048.01, Block Group 6",New Hanover Township,Burlington,0,0,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7048.01, Block Group 5",New Hanover Township,Burlington,0,0,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7025, Block Group 4",Eastampton Township,Burlington,190,130.096278578785,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Burlington County Tract 7042.02, Block Group 3",Bordentown Township,Burlington,1793,941.275633959288,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 316.01, Block Group 4",White Township,Warren,1145,101.858716310903,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 314.01, Block Group 3",Hackettstown Town,Warren,470,489.000499444926,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 312, Block Group 1",Liberty Township,Warren,346,36.0541775349996,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 312, Block Group 5",Knowlton Township,Warren,190,17.6178169151743,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 316.01, Block Group 2",White Township,Warren,327,98.4441928620909,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 314.02, Block Group 3",Hackettstown Town,Warren,584,803.66227290438,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 312, Block Group 2",Liberty Township,Warren,29,14.0089050198822,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 316.01, Block Group 3",White Township,Warren,128,23.0423625070674,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 314.01, Block Group 2",Hackettstown Town,Warren,477,689.367434841936,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Warren County Tract 314.02, Block Group 2",Hackettstown Town,Warren,223,880.641634958158,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 109, Block Group 2",Bayonne City,Hudson,466,9169.54383241183,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 61.01, Block Group 2",Jersey City,Hudson,41,638.945017871105,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 61.01, Block Group 1",Jersey City,Hudson,152,1864.18472154405,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.01, Block Group 1",Jersey City,Hudson,211,2693.94281984308,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.01, Block Group 2",Jersey City,Hudson,27,1046.8416630001,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 61.02, Block Group 3",Jersey City,Hudson,221,4207.57856180312,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 61.02, Block Group 1",Jersey City,Hudson,41,1231.27529092002,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 61.02, Block Group 2",Jersey City,Hudson,29,427.123389176491,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 77.01, Block Group 1",Jersey City,Hudson,3571,30224.9633953348,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 77.01, Block Group 2",Jersey City,Hudson,1284,41748.0143308058,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 17.01, Block Group 3",Jersey City,Hudson,619,3452.17676604437,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 77.02, Block Group 1",Jersey City,Hudson,15757,208753.437703243,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 67, Block Group 4",Jersey City,Hudson,136,2102.38775860736,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 184.02, Block Group 2",Hoboken City,Hudson,27,660.378018868585,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 185.01, Block Group 1",Hoboken City,Hudson,3524,34205.9330928648,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 141.02, Block Group 2",North Bergen Township,Hudson,125,2705.17825958258,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 150.04, Block Group 1",Guttenberg Town,Hudson,291,9548.00351787823,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 1.02, Block Group 1",Jersey City,Hudson,80,1587.83839009447,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 8, Block Group 3",Jersey City,Hudson,39,745.874845930227,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 185.02, Block Group 2",Hoboken City,Hudson,68,3794.4667913428,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 185.02, Block Group 1",Hoboken City,Hudson,106,5861.48585636181,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 184.01, Block Group 1",Hoboken City,Hudson,579,32732.6035624809,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 184.01, Block Group 2",Hoboken City,Hudson,52,6036.76085522791,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 184.01, Block Group 3",Hoboken City,Hudson,323,11857.002856932,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 67, Block Group 2",Jersey City,Hudson,5,451.314314839791,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 24, Block Group 3",Jersey City,Hudson,307,11302.0169023467,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 70.01, Block Group 2",Jersey City,Hudson,176,5850.70920834346,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 70.02, Block Group 1",Jersey City,Hudson,1409,44112.7280006969,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 70.01, Block Group 1",Jersey City,Hudson,25,1476.05408963605,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 76.01, Block Group 3",Jersey City,Hudson,1791,51050.9623029433,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 75, Block Group 5",Jersey City,Hudson,321,11802.6551495696,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 27, Block Group 3",Jersey City,Hudson,10,419.107833587267,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 54, Block Group 1",Jersey City,Hudson,311,1721.99887869081,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.02, Block Group 3",Jersey City,Hudson,181,4992.28425918734,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 42, Block Group 3",Jersey City,Hudson,22,908.150024386098,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 54, Block Group 2",Jersey City,Hudson,14,477.149688261238,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.02, Block Group 2",Jersey City,Hudson,64,1308.90844725336,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 106.01, Block Group 2",Bayonne City,Hudson,711,9562.86301127318,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 1.02, Block Group 2",Jersey City,Hudson,70,1612.25939564949,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 106.02, Block Group 1",Bayonne City,Hudson,138,3285.23435990622,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 106.02, Block Group 2",Bayonne City,Hudson,62,1422.17089928582,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 107.01, Block Group 1",Bayonne City,Hudson,312,5953.28324687306,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 107.02, Block Group 1",Bayonne City,Hudson,1369,39865.4577782549,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 31.01, Block Group 2",Jersey City,Hudson,133,7407.64578879069,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 24, Block Group 1",Jersey City,Hudson,36,1375.30375302515,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 75, Block Group 4",Jersey City,Hudson,45,1943.83022649004,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 70.02, Block Group 2",Jersey City,Hudson,2562,139929.285244652,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 48, Block Group 4",Jersey City,Hudson,333,3767.97598231007,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 40, Block Group 5",Jersey City,Hudson,56,1641.8399936625,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 40, Block Group 4",Jersey City,Hudson,69,3059.73905028813,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 52, Block Group 1",Jersey City,Hudson,1125,14834.3740358769,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.02, Block Group 1",Jersey City,Hudson,84,3626.48715762464,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 106.02, Block Group 3",Bayonne City,Hudson,572,10752.5147443858,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 110, Block Group 2",Bayonne City,Hudson,441,8758.19422907926,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 107.01, Block Group 2",Bayonne City,Hudson,1199,28183.1169322434,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 107.02, Block Group 2",Bayonne City,Hudson,50,2626.67091598981,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 74, Block Group 4",Jersey City,Hudson,22,405.618407141788,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 184.02, Block Group 1",Hoboken City,Hudson,797,6446.77655008827,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 148.01, Block Group 2",North Bergen Township,Hudson,965,3328.40933974218,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 148.02, Block Group 1",North Bergen Township,Hudson,1342,1589.55669175244,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 144.01, Block Group 2",North Bergen Township,Hudson,120,2961.9211565615,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 144.01, Block Group 1",North Bergen Township,Hudson,51,1001.18341056992,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 144.01, Block Group 3",North Bergen Township,Hudson,81,1438.17025625174,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 144.02, Block Group 1",North Bergen Township,Hudson,166,2099.21600478702,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 59.02, Block Group 4",Jersey City,Hudson,48,1701.47707990207,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 20.02, Block Group 2",Jersey City,Hudson,1351,31497.259020393,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 73, Block Group 2",Jersey City,Hudson,3710,17367.9580101574,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 74, Block Group 2",Jersey City,Hudson,37,3326.85630377003,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 74, Block Group 3",Jersey City,Hudson,12181,673645.112395566,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 76.02, Block Group 2",Jersey City,Hudson,6783,72981.3083636421,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Hudson County Tract 76.01, Block Group 1",Jersey City,Hudson,1312,52789.8617070592,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
